Time to add word (ns); Number of words in set
2599;3710.0
2599;2880.0
2599;3610.0
2603;4680.0
2603;3200.0
2605;3870.0
2606;3270.0
2607;3070.0
2607;3750.0
2608;3800.0
2608;3710.0
2609;3760.0
2609;3500.0
2610;2780.0
2610;7900.0
2611;4090.0
2614;4710.0
2614;3320.0
2614;4620.0
2616;3780.0
2617;4190.0
2619;4810.0
2620;4130.0
2620;3830.0
2620;4260.0
2620;3720.0
2622;4320.0
2622;3690.0
2623;6370.0
2623;5010.0
2623;4810.0
2623;4530.0
2623;4890.0
2623;3820.0
2623;4500.0
2624;4060.0
2625;7540.0
2627;4170.0
2628;3260.0
2628;4370.0
2629;3470.0
2629;3680.0
2630;3250.0
2630;4010.0
2633;4480.0
2633;3620.0
2634;3930.0
2635;3580.0
2636;3380.0
2637;3790.0
2638;3960.0
2638;3140.0
2639;3530.0
2639;3490.0
2639;3630.0
2639;4240.0
2639;3750.0
2641;3590.0
2641;3430.0
2642;5610.0
2645;7490.0
2645;3030.0
2646;3700.0
2648;4530.0
2650;4230.0
2650;3930.0
2651;3840.0
2651;2920.0
2651;3260.0
2652;3790.0
2653;3750.0
2653;4710.0
2655;4170.0
2660;4370.0
2662;4780.0
2663;3820.0
2663;4300.0
2665;4120.0
2668;4800.0
2670;4320.0
2670;3040.0
2671;3750.0
2671;3540.0
2673;3570.0
2676;3440.0
2680;3600.0
2683;4240.0
2686;4240.0
2689;4610.0
2692;3970.0
2694;2880.0
2697;4250.0
2700;3680.0
2701;3310.0
2703;4000.0
2703;3070.0
2705;3970.0
2707;3910.0
2708;3840.0
2710;4030.0
2711;3020.0
2712;3760.0
2712;3440.0
2713;3640.0
2715;3320.0
2716;4270.0
2718;3760.0
2719;6300.0
2720;4130.0
2720;2650.0
2722;3630.0
2725;3440.0
2725;4630.0
2726;3540.0
2727;4000.0
2728;6830.0
2729;4480.0
2729;3530.0
2729;3660.0
2729;3510.0
2730;3680.0
2730;3140.0
2732;3570.0
2732;3280.0
2732;3880.0
2734;3980.0
2736;4110.0
2736;3700.0
2737;3820.0
2738;3710.0
2738;4370.0
2739;3640.0
2739;3520.0
2741;3020.0
2742;3960.0
2743;4090.0
2744;3980.0
2744;3710.0
2744;3100.0
2745;4250.0
2745;3450.0
2747;3460.0
2747;3080.0
2747;3660.0
2747;4150.0
2748;3340.0
2748;3810.0
2749;3530.0
2749;3100.0
2749;3160.0
2750;4080.0
2751;4170.0
2751;2910.0
2753;4030.0
2754;4300.0
2754;6300.0
2756;3660.0
2757;3120.0
2757;4360.0
2757;3390.0
2758;3100.0
2759;3930.0
2759;2840.0
2759;3800.0
2763;3770.0
2763;3050.0
2764;3640.0
2765;3890.0
2765;3040.0
2766;5360.0
2766;3260.0
2769;3850.0
2770;3220.0
2772;3330.0
2773;3210.0
2773;3510.0
2773;3380.0
2774;3350.0
2775;2870.0
2776;13320.0
2778;4540.0
2779;3680.0
2780;3840.0
2781;4290.0
2782;3590.0
2785;4590.0
2785;3480.0
2786;3350.0
2787;3570.0
2789;4200.0
2790;4700.0
2790;3530.0
2792;3750.0
2792;3380.0
2793;3660.0
2794;3370.0
2795;3910.0
2796;4050.0
2796;3500.0
2797;3780.0
2799;4630.0
2800;3010.0
2801;4430.0
2802;3800.0
2805;4600.0
2806;3630.0
2807;5870.0
2808;4320.0
2809;3810.0
2810;3520.0
2812;3720.0
2812;4380.0
2812;4320.0
2812;3210.0
2812;3100.0
2812;3670.0
2812;3460.0
2814;4480.0
2814;3950.0
2816;4520.0
2818;4030.0
2821;4430.0
2823;3710.0
2823;3030.0
2823;2920.0
2823;3660.0
2825;4250.0
2828;4100.0
2829;3950.0
2830;3320.0
2831;3400.0
2831;3540.0
2832;4260.0
2832;3250.0
2832;3710.0
2832;3540.0
2833;3960.0
2833;4310.0
2835;3670.0
2837;4170.0
2837;3800.0
2838;3280.0
2840;3910.0
2842;3990.0
2844;4460.0
2845;4090.0
2848;4090.0
2850;4160.0
2851;3310.0
2854;4570.0
2854;2910.0
2854;4410.0
2855;3520.0
2855;3800.0
2857;3770.0
2858;4020.0
2859;10500.0
2859;3440.0
2861;5230.0
2862;3200.0
2865;8210.0
2865;4230.0
2866;3080.0
2867;3780.0
2869;3550.0
2870;4180.0
2871;3420.0
2872;4170.0
2873;3920.0
2875;3800.0
2876;3560.0
2877;4400.0
2878;4300.0
2878;3100.0
2878;3640.0
2879;3480.0
2881;4350.0
2883;7640.0
2885;4960.0
2886;4020.0
2888;4160.0
2892;4350.0
2893;3620.0
2894;3960.0
2895;3670.0
2897;3980.0
2897;3760.0
2897;3830.0
2898;3450.0
2900;4340.0
2900;4580.0
2900;3510.0
2902;3870.0
2904;4160.0
2905;3600.0
2907;4100.0
2907;4180.0
2910;3800.0
2911;3920.0
2913;3920.0
2915;3970.0
2917;4380.0
2918;4130.0
2919;4060.0
2919;3710.0
2920;3560.0
2920;3070.0
2921;3630.0
2921;3810.0
2924;3700.0
2926;3730.0
2928;3600.0
2929;4180.0
2930;4340.0
2931;3730.0
2935;3840.0
2937;3850.0
2937;3900.0
2937;2910.0
2938;3870.0
2939;3560.0
2940;3460.0
2941;3370.0
2943;4130.0
2944;3200.0
2946;3890.0
2946;3570.0
2946;3070.0
2947;3580.0
2947;3480.0
2947;3710.0
2951;4910.0
2952;4410.0
2954;4220.0
2956;3840.0
2957;3270.0
2958;4050.0
2958;3180.0
2959;4430.0
2961;3810.0
2962;3560.0
2964;4410.0
2965;3490.0
2965;3410.0
2965;3660.0
2966;3920.0
2967;3690.0
2967;3710.0
2967;2970.0
2968;3750.0
2968;3420.0
2969;3810.0
2970;3280.0
2970;3250.0
2970;3300.0
2971;3850.0
2972;4450.0
2973;3140.0
2973;3180.0
2973;3410.0
2973;4250.0
2976;3560.0
2976;3380.0
2977;3380.0
2979;10410.0
2980;3590.0
2981;4050.0
2981;3850.0
2982;5730.0
2983;9300.0
2983;4370.0
2984;3600.0
2984;5360.0
2986;4350.0
2986;5350.0
2987;4520.0
2988;5310.0
2989;3120.0
2990;3630.0
2992;3960.0
2992;3220.0
2992;3810.0
2993;3270.0
2993;2750.0
2995;4170.0
2995;3970.0
2995;3410.0
2996;4690.0
2998;3340.0
2999;3840.0
3000;3830.0
3003;4880.0
3004;3570.0
3004;3450.0
3006;3790.0
3006;3330.0
3006;4340.0
3006;3890.0
3006;3310.0
3006;3870.0
3006;3480.0
3008;3270.0
3008;3770.0
3008;3120.0
3009;3900.0
3009;3530.0
3010;3560.0
3011;3650.0
3011;5220.0
3012;7850.0
3013;3920.0
3014;3380.0
3015;5120.0
3015;7500.0
3018;5090.0
3018;4280.0
3018;6070.0
3018;3590.0
3018;3670.0
3019;4280.0
3020;4650.0
3020;3540.0
3020;2980.0
3022;4590.0
3022;4120.0
3023;3940.0
3025;3920.0
3025;3370.0
3025;4060.0
3025;3940.0
3026;4170.0
3026;3710.0
3027;4050.0
3027;3620.0
3027;3500.0
3028;4530.0
3028;8870.0
3028;3620.0
3029;4370.0
3029;4510.0
3031;6880.0
3031;4070.0
3033;4180.0
3034;3580.0
3035;3700.0
3035;3830.0
3035;3580.0
3036;3810.0
3037;4100.0
3037;2950.0
3037;3770.0
3040;3750.0
3040;3270.0
3042;4070.0
3043;2910.0
3043;4050.0
3043;3220.0
3043;3260.0
3043;3200.0
3048;4380.0
3050;4580.0
3052;4270.0
3053;3800.0
3054;4450.0
3054;3650.0
3054;3900.0
3055;4360.0
3055;3410.0
3055;4110.0
3056;3630.0
3056;4070.0
3056;3870.0
3057;3920.0
3058;3830.0
3061;4660.0
3063;3930.0
3063;3470.0
3064;3660.0
3064;3120.0
3064;3630.0
3064;3050.0
3067;4560.0
3068;3910.0
3068;3190.0
3068;3710.0
3068;3210.0
3069;4420.0
3070;4970.0
3070;3480.0
3071;4560.0
3072;5730.0
3072;4490.0
3074;5000.0
3075;4620.0
3075;3090.0
3076;5010.0
3078;5100.0
3078;5180.0
3079;4660.0
3082;8960.0
3083;8560.0
3085;8960.0
3085;7980.0
3086;8150.0
3088;7760.0
3089;7840.0
3089;7530.0
3089;8270.0
3092;14770.0
3094;8520.0
3095;9350.0
3095;7160.0
3095;8810.0
3096;7730.0
3097;6600.0
3097;5180.0
3097;7750.0
3097;7470.0
3102;8430.0
3102;5620.0
3103;7500.0
3104;5510.0
3104;6240.0
3105;6550.0
3107;7240.0
3108;6700.0
3110;9260.0
3110;5500.0
3112;6850.0
3113;6750.0
3114;6750.0
3116;6960.0
3116;6650.0
3117;6160.0
3117;5630.0
3118;6670.0
3119;7050.0
3119;6310.0
3119;5880.0
3119;3120.0
3120;4250.0
3121;7430.0
3121;7340.0
3124;6970.0
3125;6710.0
3126;5660.0
3126;5280.0
3127;6620.0
3127;5580.0
3129;6020.0
3131;7770.0
3131;7180.0
3131;10560.0
3132;16140.0
3132;6550.0
3133;6610.0
3133;5880.0
3133;7280.0
3135;14910.0
3136;6970.0
3137;8640.0
3138;8200.0
3138;6780.0
3139;7390.0
3139;4620.0
3139;6310.0
3139;6320.0
3139;6830.0
3139;6630.0
3139;5940.0
3140;7520.0
3140;6740.0
3140;6650.0
3141;5920.0
3142;6000.0
3142;8850.0
3142;6500.0
3142;6460.0
3142;6840.0
3143;6560.0
3143;6800.0
3143;6810.0
3144;5780.0
3145;6670.0
3146;6560.0
3148;6180.0
3148;6260.0
3148;6450.0
3149;7180.0
3149;5360.0
3149;6200.0
3149;6660.0
3149;5310.0
3150;12440.0
3150;5850.0
3151;5370.0
3151;6360.0
3151;5310.0
3152;7140.0
3153;6660.0
3154;6050.0
3157;7520.0
3157;9660.0
3158;5870.0
3159;6270.0
3159;6120.0
3162;6370.0
3164;6870.0
3164;7310.0
3165;5920.0
3166;5300.0
3166;7150.0
3167;7590.0
3167;6020.0
3167;6010.0
3169;6700.0
3170;5890.0
3171;6920.0
3171;5970.0
3171;6120.0
3172;6550.0
3174;7320.0
3174;6110.0
3176;3760.0
3177;3670.0
3180;4770.0
3180;3660.0
3180;3540.0
3180;3590.0
3180;3690.0
3181;3540.0
3183;4120.0
3184;4170.0
3186;4030.0
3186;4220.0
3187;4380.0
3188;3780.0
3190;3900.0
3192;2970.0
3192;6310.0
3193;6620.0
3195;6900.0
3198;6820.0
3200;6010.0
3202;6130.0
3202;7060.0
3202;4680.0
3203;6690.0
3203;6090.0
3205;6020.0
3205;5910.0
3205;5720.0
3205;5870.0
3206;6200.0
3208;7380.0
3208;5500.0
3208;7240.0
3208;6220.0
3208;6380.0
3208;6980.0
3211;8090.0
3212;6560.0
3213;7360.0
3215;7690.0
3216;6640.0
3216;6620.0
3217;6360.0
3217;8090.0
3217;5600.0
3217;6800.0
3217;6520.0
3218;7540.0
3222;4500.0
3223;4060.0
3224;3760.0
3226;3030.0
3228;3890.0
3228;3220.0
3228;4010.0
3228;3820.0
3229;3170.0
3229;10740.0
3229;6260.0
3230;6090.0
3231;7650.0
3232;6740.0
3233;7390.0
3235;6110.0
3236;6340.0
3237;7740.0
3238;6350.0
3238;5860.0
3239;6190.0
3239;5160.0
3240;13540.0
3240;5520.0
3243;7210.0
3244;6610.0
3246;6470.0
3247;5990.0
3247;6360.0
3247;3240.0
3247;6390.0
3247;6350.0
3249;7920.0
3250;5780.0
3251;6680.0
3251;7690.0
3253;6360.0
3254;5960.0
3256;7810.0
3256;7420.0
3257;7280.0
3258;10500.0
3262;6680.0
3262;6100.0
3263;7660.0
3265;6950.0
3266;5770.0
3267;14980.0
3268;10300.0
3268;6100.0
3269;6030.0
3269;6900.0
3269;8850.0
3269;5950.0
3269;4510.0
3270;5450.0
3270;7560.0
3270;5700.0
3271;6580.0
3272;8510.0
3273;8480.0
3275;7080.0
3276;5920.0
3276;6120.0
3276;7110.0
3277;6560.0
3277;6710.0
3277;21820.0
3277;7940.0
3278;6880.0
3279;25810.0
3280;8820.0
3282;7760.0
3282;4030.0
3283;5270.0
3285;7940.0
3287;4420.0
3290;5590.0
3291;4490.0
3291;5030.0
3291;3960.0
3291;5360.0
3291;5580.0
3292;5070.0
3292;3800.0
3294;4420.0
3294;10340.0
3294;4930.0
3295;5750.0
3296;4630.0
3296;4380.0
3296;5780.0
3299;5220.0
3299;4790.0
3299;4640.0
3300;5750.0
3300;4130.0
3300;6130.0
3300;5210.0
3300;5300.0
3301;4260.0
3301;3950.0
3301;4820.0
3301;4160.0
3302;5060.0
3302;4770.0
3302;3990.0
3303;4960.0
3304;4170.0
3305;5320.0
3305;7870.0
3306;5930.0
3306;4480.0
3306;5690.0
3307;4840.0
3308;5000.0
3308;5050.0
3308;4740.0
3308;4310.0
3310;5250.0
3311;4920.0
3312;5590.0
3313;4280.0
3315;4950.0
3315;3890.0
3316;5230.0
3316;3860.0
3316;5470.0
3316;3260.0
3316;7020.0
3316;8730.0
3316;7990.0
3318;10040.0
3318;14430.0
3318;12560.0
3318;4840.0
3318;5190.0
3318;6010.0
3319;15940.0
3320;15530.0
3320;8630.0
3321;9390.0
3323;20640.0
3324;13880.0
3326;10550.0
3327;12100.0
3327;6040.0
3327;14550.0
3327;11360.0
3327;6630.0
3328;17640.0
3329;19160.0
3330;15600.0
3330;5590.0
3331;15980.0
3332;5850.0
3332;6480.0
3333;13530.0
3334;13250.0
3335;14360.0
3336;17810.0
3339;22750.0
3339;13210.0
3340;14630.0
3340;17320.0
3340;15860.0
3341;13990.0
3342;5990.0
3343;6040.0
3344;5490.0
3344;4890.0
3344;5070.0
3345;5830.0
3345;5630.0
3345;5440.0
3346;6430.0
3347;4900.0
3348;7350.0
3349;5490.0
3352;5610.0
3353;5180.0
3354;5940.0
3355;5620.0
3355;5010.0
3355;4540.0
3355;5970.0
3355;4100.0
3355;4840.0
3356;4230.0
3356;4530.0
3356;4200.0
3356;4830.0
3356;5200.0
3356;4320.0
3356;5010.0
3356;7710.0
3356;14130.0
3357;16900.0
3358;14090.0
3358;14710.0
3358;13040.0
3358;9050.0
3358;6040.0
3358;4620.0
3360;11500.0
3360;6450.0
3360;5160.0
3361;5420.0
3361;7170.0
3363;5320.0
3363;5150.0
3363;4960.0
3363;4720.0
3365;4810.0
3365;5490.0
3366;5440.0
3367;4440.0
3367;4910.0
3370;6860.0
3371;7520.0
3371;5610.0
3371;13680.0
3372;18780.0
3372;8740.0
3372;9350.0
3372;13400.0
3373;9690.0
3374;5010.0
3376;5260.0
3377;5980.0
3377;4590.0
3377;6860.0
3377;6210.0
3377;7800.0
3377;4890.0
3377;4690.0
3378;9950.0
3378;9740.0
3379;6560.0
3380;6350.0
3380;5770.0
3380;8920.0
3382;6900.0
3382;12640.0
3384;6740.0
3385;11610.0
3385;4530.0
3385;4940.0
3386;9350.0
3388;5840.0
3389;8270.0
3390;6460.0
3391;7100.0
3391;5320.0
3392;5020.0
3393;10720.0
3393;5330.0
3393;14100.0
3393;15960.0
3394;8560.0
3394;5020.0
3394;6220.0
3395;5530.0
3395;9300.0
3396;8960.0
3396;2920.0
3397;4290.0
3397;5110.0
3400;5320.0
3402;5150.0
3403;6120.0
3404;9310.0
3404;5120.0
3406;4590.0
3407;4350.0
3407;4420.0
3409;4990.0
3410;6180.0
3410;4410.0
3411;5650.0
3412;5200.0
3413;10330.0
3415;8860.0
3415;7110.0
3417;13610.0
3419;6140.0
3420;6480.0
3421;9290.0
3421;10810.0
3421;4660.0
3421;4320.0
3422;5670.0
3422;5340.0
3422;5550.0
3423;5410.0
3423;4810.0
3424;13410.0
3425;11180.0
3427;9590.0
3428;6800.0
3429;6490.0
3432;5550.0
3432;4610.0
3432;4730.0
3433;5310.0
3434;6200.0
3434;5420.0
3436;5200.0
3437;5200.0
3437;4670.0
3438;5670.0
3439;5660.0
3439;6410.0
3441;4980.0
3443;5080.0
3443;8480.0
3444;16440.0
3445;16660.0
3446;15490.0
3447;6340.0
3447;14830.0
3447;6440.0
3447;8450.0
3447;6280.0
3447;10840.0
3447;13410.0
3448;17870.0
3449;15340.0
3450;9010.0
3450;13510.0
3450;12970.0
3451;9710.0
3451;12000.0
3452;45560.0
3452;14430.0
3453;12710.0
3453;12940.0
3454;9680.0
3454;15680.0
3455;7060.0
3455;14410.0
3455;12650.0
3455;13940.0
3456;31080.0
3456;6000.0
3456;4600.0
3456;5270.0
3456;5080.0
3456;4480.0
3456;4070.0
3456;3950.0
3457;4980.0
3457;4330.0
3457;4660.0
3457;3990.0
3457;5150.0
3457;4740.0
3458;5620.0
3458;6200.0
3458;4600.0
3459;5930.0
3459;4810.0
3460;5570.0
3461;5360.0
3462;5280.0
3462;4100.0
3464;6830.0
3465;4330.0
3468;5490.0
3471;9250.0
3471;7790.0
3471;4890.0
3473;12460.0
3473;5360.0
3473;5560.0
3473;5710.0
3474;5600.0
3476;5160.0
3476;4860.0
3477;7220.0
3479;5680.0
3480;5870.0
3480;4950.0
3482;5000.0
3483;6190.0
3484;5580.0
3484;5150.0
3485;5370.0
3485;5350.0
3487;8910.0
3487;6090.0
3487;4530.0
3488;5400.0
3489;6460.0
3489;6160.0
3489;4880.0
3490;5280.0
3492;6480.0
3492;5650.0
3492;8950.0
3492;5560.0
3493;7660.0
3495;9700.0
3497;4840.0
3499;5370.0
3500;5400.0
3500;5480.0
3503;6130.0
3503;5830.0
3504;5110.0
3505;5270.0
3505;6200.0
3505;14060.0
3505;11280.0
3505;8910.0
3505;5450.0
3505;5130.0
3507;8510.0
3507;7350.0
3507;7070.0
3507;8660.0
3508;8780.0
3508;8120.0
3508;8100.0
3510;9700.0
3510;7640.0
3511;9250.0
3511;8670.0
3511;9240.0
3512;9600.0
3513;8520.0
3513;7400.0
3514;11030.0
3514;13070.0
3515;6310.0
3516;5670.0
3519;5780.0
3520;6040.0
3520;9150.0
3520;8210.0
3522;9960.0
3523;9560.0
3523;8120.0
3524;7780.0
3524;5260.0
3525;9200.0
3526;8560.0
3527;8320.0
3527;7790.0
3527;7140.0
3527;8510.0
3528;11400.0
3528;8100.0
3529;5530.0
3529;5870.0
3530;8040.0
3531;4720.0
3531;5440.0
3531;4100.0
3532;5750.0
3532;4620.0
3533;14390.0
3534;5920.0
3536;5870.0
3536;5200.0
3536;5710.0
3537;6450.0
3537;5080.0
3537;4610.0
3537;5700.0
3537;5330.0
3538;4980.0
3538;5710.0
3538;4680.0
3538;5140.0
3538;5570.0
3538;4940.0
3539;5950.0
3539;5010.0
3540;4580.0
3540;4350.0
3540;3930.0
3540;5350.0
3542;5770.0
3544;6300.0
3544;5450.0
3544;4990.0
3546;5350.0
3547;5890.0
3548;5580.0
3548;7430.0
3549;5670.0
3551;5410.0
3551;4370.0
3552;5360.0
3552;5130.0
3553;5290.0
3553;4440.0
3553;5350.0
3553;5430.0
3553;4850.0
3553;5140.0
3553;5770.0
3553;8350.0
3553;8260.0
3553;11610.0
3554;5550.0
3554;6370.0
3554;4330.0
3554;4510.0
3554;4710.0
3555;5690.0
3555;5340.0
3555;5750.0
3555;5250.0
3555;16400.0
3555;5570.0
3556;6670.0
3556;4870.0
3558;5870.0
3559;4580.0
3559;7760.0
3561;5120.0
3561;4210.0
3562;4830.0
3562;5080.0
3562;4840.0
3563;5600.0
3563;4240.0
3564;4520.0
3565;14500.0
3566;10590.0
3566;5410.0
3566;5050.0
3567;6120.0
3567;4930.0
3568;8830.0
3568;11560.0
3568;4570.0
3568;4820.0
3569;5610.0
3570;4240.0
3570;4750.0
3570;8940.0
3570;13960.0
3570;4990.0
3570;4820.0
3571;9090.0
3571;10690.0
3572;14550.0
3573;6010.0
3573;4850.0
3574;11660.0
3574;7670.0
3574;5600.0
3575;6190.0
3576;5660.0
3577;5270.0
3578;9760.0
3578;14440.0
3578;12720.0
3578;13560.0
3578;10110.0
3578;12430.0
3579;6100.0
3579;4830.0
3580;4680.0
3581;5150.0
3581;5510.0
3584;9440.0
3585;5190.0
3585;5470.0
3585;5190.0
3586;9580.0
3588;5190.0
3589;5540.0
3592;5530.0
3592;5060.0
3593;5220.0
3594;5790.0
3594;4600.0
3594;5940.0
3596;5310.0
3597;4760.0
3598;11800.0
3598;3870.0
3598;4950.0
3599;11120.0
3599;8810.0
3600;5330.0
3601;15910.0
3601;4500.0
3602;7770.0
3602;8380.0
3602;5020.0
3602;4750.0
3602;5220.0
3602;5820.0
3602;9160.0
3602;10280.0
3602;12250.0
3603;11680.0
3604;22770.0
3604;12890.0
3604;12960.0
3605;6890.0
3605;16680.0
3606;11710.0
3606;5330.0
3606;13260.0
3606;7300.0
3606;9630.0
3606;14130.0
3608;10850.0
3608;19850.0
3608;10400.0
3609;9970.0
3609;7690.0
3609;8730.0
3610;9360.0
3611;8660.0
3612;7700.0
3614;8610.0
3614;8170.0
3614;8570.0
3616;8040.0
3616;7530.0
3616;6410.0
3616;8360.0
3617;7440.0
3617;7630.0
3618;7480.0
3619;7840.0
3619;5250.0
3619;5060.0
3619;5090.0
3619;4640.0
3620;5830.0
3620;6450.0
3621;6100.0
3622;10750.0
3624;5930.0
3624;8630.0
3624;11870.0
3626;20490.0
3626;9130.0
3626;4990.0
3627;5930.0
3627;4650.0
3628;6740.0
3628;5490.0
3630;14860.0
3630;5410.0
3630;11700.0
3630;16380.0
3630;12600.0
3631;11520.0
3631;10510.0
3631;9960.0
3632;9150.0
3633;10450.0
3634;6520.0
3636;10980.0
3636;8700.0
3638;9630.0
3639;6060.0
3642;6210.0
3643;8740.0
3643;5850.0
3643;5350.0
3644;6200.0
3645;6300.0
3646;5760.0
3647;5140.0
3647;5660.0
3648;6460.0
3650;6570.0
3651;14930.0
3651;4170.0
3651;5310.0
3651;12770.0
3651;14550.0
3651;6200.0
3652;5540.0
3653;6180.0
3653;4670.0
3655;5290.0
3656;9710.0
3656;11690.0
3656;5310.0
3657;16320.0
3657;5860.0
3658;6090.0
3659;8840.0
3659;5560.0
3660;5510.0
3660;5320.0
3660;4340.0
3660;5250.0
3660;7470.0
3663;10150.0
3663;9760.0
3664;9830.0
3664;5510.0
3664;5520.0
3664;4700.0
3666;5880.0
3668;5750.0
3669;4940.0
3670;5890.0
3672;6140.0
3672;5200.0
3672;4880.0
3673;10150.0
3676;6220.0
3676;3950.0
3678;4960.0
3678;4460.0
3679;6770.0
3680;5450.0
3680;5240.0
3682;6390.0
3683;27870.0
3683;22480.0
3683;8280.0
3683;16830.0
3683;8520.0
3683;5360.0
3683;4940.0
3683;4660.0
3683;4070.0
3684;5590.0
3684;4610.0
3685;5220.0
3685;4950.0
3685;7670.0
3685;6390.0
3685;9210.0
3686;9340.0
3687;8870.0
3687;5880.0
3687;6000.0
3687;4350.0
3687;4630.0
3687;4910.0
3687;5040.0
3687;4360.0
3687;6020.0
3690;7090.0
3690;5100.0
3691;5530.0
3691;4160.0
3691;8460.0
3691;16470.0
3692;14840.0
3694;13170.0
3694;8390.0
3696;7540.0
3696;11550.0
3696;9250.0
3696;4810.0
3696;4920.0
3697;10220.0
3698;5430.0
3698;4060.0
3699;4730.0
3700;5300.0
3701;4660.0
3701;5290.0
3702;4730.0
3704;8970.0
3705;5030.0
3706;4360.0
3706;4840.0
3707;5200.0
3707;4950.0
3707;4640.0
3708;5930.0
3708;6180.0
3708;5230.0
3709;8250.0
3709;4550.0
3709;4210.0
3709;4320.0
3710;14050.0
3710;4190.0
3711;4800.0
3712;12140.0
3715;6440.0
3715;6060.0
3716;5150.0
3716;4940.0
3716;4860.0
3716;3430.0
3716;4790.0
3718;5010.0
3718;5400.0
3719;5960.0
3719;5620.0
3720;5430.0
3721;6310.0
3722;4990.0
3724;16750.0
3724;5290.0
3724;4790.0
3724;5610.0
3724;4700.0
3726;5080.0
3727;4500.0
3728;4470.0
3728;4780.0
3728;12560.0
3729;5290.0
3730;5260.0
3730;5280.0
3730;5460.0
3730;4780.0
3730;4510.0
3730;4560.0
3731;5510.0
3731;14300.0
3733;6020.0
3733;5230.0
3733;4740.0
3734;4880.0
3735;5480.0
3735;5910.0
3735;4550.0
3736;5340.0
3738;5810.0
3739;7080.0
3740;5380.0
3741;4360.0
3741;10040.0
3742;6130.0
3743;6330.0
3744;4830.0
3745;4870.0
3745;4590.0
3745;4470.0
3746;5160.0
3747;11750.0
3747;5020.0
3747;4790.0
3748;4810.0
3748;7720.0
3749;9070.0
3749;6920.0
3749;12690.0
3750;16310.0
3750;8990.0
3751;30130.0
3751;14690.0
3751;8520.0
3752;38330.0
3753;13810.0
3753;10320.0
3755;14130.0
3756;10210.0
3757;11460.0
3758;5690.0
3758;11050.0
3758;5240.0
3759;4230.0
3759;4740.0
3759;4090.0
3760;5590.0
3760;4380.0
3760;7580.0
3760;5920.0
3760;4320.0
3760;5110.0
3763;6530.0
3763;5280.0
3763;5440.0
3763;4420.0
3763;4140.0
3764;8660.0
3764;9530.0
3764;9940.0
3764;7370.0
3764;8100.0
3765;10980.0
3765;4810.0
3765;5790.0
3766;5830.0
3766;4730.0
3769;4920.0
3770;5380.0
3770;4670.0
3770;4010.0
3771;9260.0
3772;10400.0
3772;9050.0
3773;8540.0
3775;11580.0
3775;9430.0
3775;8060.0
3775;12510.0
3776;9430.0
3776;10190.0
3777;7840.0
3777;8110.0
3777;7780.0
3778;8010.0
3779;7580.0
3781;7670.0
3782;4690.0
3782;7620.0
3782;5280.0
3784;6360.0
3784;4300.0
3784;5120.0
3784;3860.0
3785;4570.0
3786;5280.0
3786;14290.0
3786;5150.0
3786;3880.0
3786;4950.0
3787;5020.0
3788;5800.0
3788;4460.0
3788;6000.0
3789;4630.0
3789;13840.0
3789;12960.0
3791;14740.0
3792;11710.0
3792;5270.0
3792;9610.0
3793;5530.0
3793;5830.0
3793;4090.0
3793;3770.0
3794;5830.0
3794;4560.0
3794;4860.0
3794;5130.0
3794;4250.0
3794;4700.0
3794;11250.0
3795;11490.0
3796;8650.0
3796;6980.0
3797;8300.0
3797;4400.0
3798;4620.0
3799;6460.0
3799;4230.0
3799;5060.0
3800;7950.0
3800;5050.0
3800;8290.0
3801;6420.0
3801;4950.0
3802;4890.0
3802;4850.0
3802;4390.0
3802;5720.0
3802;4750.0
3804;4590.0
3804;4840.0
3805;4610.0
3808;5220.0
3809;5390.0
3810;4910.0
3810;4950.0
3812;5380.0
3813;4490.0
3815;4950.0
3816;4680.0
3816;4980.0
3816;5160.0
3816;8310.0
3817;5940.0
3818;5230.0
3818;4810.0
3818;5120.0
3818;3870.0
3819;5140.0
3821;6080.0
3823;5350.0
3823;4560.0
3825;6260.0
3828;6190.0
3829;4400.0
3830;4660.0
3832;4900.0
3833;5130.0
3835;4360.0
3837;7440.0
3837;4530.0
3838;5160.0
3839;5180.0
3839;5290.0
3841;5110.0
3842;4520.0
3842;4840.0
3843;5930.0
3844;5460.0
3846;6350.0
3846;4720.0
3846;5380.0
3846;5240.0
3846;4710.0
3846;5320.0
3846;5120.0
3847;6240.0
3847;5790.0
3848;7420.0
3848;7920.0
3848;3960.0
3848;5880.0
3850;7120.0
3850;9940.0
3852;6930.0
3853;5550.0
3853;4770.0
3853;6060.0
3854;5940.0
3854;4860.0
3855;4760.0
3855;5970.0
3855;5210.0
3855;4260.0
3856;4630.0
3857;5020.0
3857;5510.0
3857;4980.0
3857;4770.0
3858;4870.0
3859;5190.0
3859;3910.0
3859;5980.0
3860;4640.0
3860;4780.0
3860;4190.0
3862;5410.0
3862;5350.0
3862;5270.0
3863;4660.0
3863;5540.0
3863;11320.0
3863;5260.0
3863;4100.0
3863;3410.0
3864;5540.0
3865;5390.0
3865;4360.0
3866;5690.0
3866;3540.0
3866;5120.0
3866;5040.0
3866;4390.0
3867;4510.0
3867;5130.0
3868;4800.0
3868;5250.0
3868;4650.0
3868;4780.0
3869;4010.0
3869;3450.0
3869;4430.0
3869;4140.0
3869;6120.0
3869;4000.0
3872;4550.0
3873;4670.0
3875;4770.0
3877;5500.0
3879;6670.0
3880;6720.0
3880;4710.0
3880;4930.0
3881;5090.0
