10;5510.0
19;2530.0
27;3300.0
34;4340.0
38;3160.0
44;4590.0
50;4400.0
57;6240.0
67;8040.0
73;7920.0
80;7440.0
87;9200.0
94;11230.0
97;7270.0
103;9520.0
108;8840.0
114;8750.0
122;12750.0
130;14070.0
134;11470.0
141;4159690.0
149;16160.0
152;13030.0
157;15000.0
160;12140.0
166;16210.0
167;14020.0
171;11430.0
175;13680.0
179;13420.0
183;13230.0
187;13810.0
190;12990.0
195;13360.0
200;17630.0
202;14340.0
207;16950.0
213;20420.0
214;15490.0
217;14860.0
219;15570.0
223;21300.0
227;14940.0
229;13690.0
233;19430.0
234;9390.0
241;23330.0
243;20080.0
246;14740.0
248;20730.0
253;20810.0
260;26100.0
264;19760.0
267;22550.0
269;21740.0
271;19250.0
275;19800.0
281;27470.0
284;15820.0
289;25640.0
293;21250.0
295;16890.0
296;20570.0
300;26790.0
302;21170.0
305;20520.0
308;20120.0
310;16370.0
312;23750.0
314;18670.0
315;18910.0
318;25050.0
323;26650.0
325;31350.0
327;25800.0
329;23350.0
332;23680.0
335;26090.0
338;22910.0
342;32240.0
345;22750.0
349;27820.0
352;25640.0
355;23240.0
356;17240.0
358;27930.0
360;22980.0
361;27010.0
366;27390.0
371;23940.0
374;28030.0
381;36190.0
385;25940.0
391;36810.0
393;27520.0
398;41150.0
402;37210.0
404;28340.0
405;21250.0
409;53980.0
412;43570.0
418;67110.0
422;41780.0
423;23610.0
424;24710.0
427;30300.0
432;34340.0
435;23020.0
436;24430.0
438;29530.0
441;22980.0
442;20880.0
444;26210.0
446;28140.0
451;36240.0
457;37520.0
460;29310.0
463;31620.0
467;35270.0
470;33210.0
474;34170.0
475;20630.0
477;27360.0
477;20030.0
478;22810.0
480;24860.0
481;25180.0
484;28850.0
487;38480.0
490;28060.0
490;21820.0
493;31960.0
495;24100.0
497;27870.0
499;30280.0
501;29420.0
505;30410.0
507;21590.0
509;27510.0
512;36830.0
515;29120.0
520;44250.0
523;38400.0
527;33980.0
528;20170.0
532;39500.0
533;39920.0
535;57700.0
536;21470.0
538;38570.0
540;30190.0
542;25680.0
544;26370.0
546;23400.0
547;18610.0
548;28680.0
550;27780.0
553;34940.0
554;22200.0
556;27850.0
557;30660.0
559;24440.0
563;28510.0
564;25930.0
566;28120.0
568;29770.0
572;35230.0
573;18370.0
578;40760.0
578;28380.0
580;28180.0
581;24710.0
582;26560.0
585;36730.0
586;35890.0
589;35880.0
592;27150.0
595;35540.0
600;44590.0
603;30440.0
610;52170.0
612;24050.0
617;42430.0
620;41420.0
621;28740.0
626;39690.0
628;23590.0
631;40330.0
636;43080.0
639;44960.0
641;26660.0
641;18800.0
644;38210.0
645;22600.0
648;34730.0
651;44970.0
653;28780.0
654;32900.0
656;43300.0
660;41600.0
666;51830.0
669;38400.0
672;40880.0
675;34340.0
676;26200.0
677;27720.0
680;42580.0
680;31480.0
683;31900.0
685;28710.0
686;28100.0
689;32180.0
691;35260.0
691;20750.0
694;36170.0
696;29700.0
699;40010.0
700;19300.0
702;38920.0
705;33680.0
707;34210.0
708;23680.0
710;29650.0
715;42640.0
719;41470.0
724;46150.0
727;32520.0
731;40710.0
734;35910.0
736;37770.0
737;31070.0
739;25690.0
740;23010.0
741;32550.0
746;40760.0
749;28880.0
750;30700.0
753;43640.0
757;44920.0
759;28330.0
761;28420.0
764;43020.0
767;32270.0
771;41650.0
773;34940.0
775;43800.0
777;33460.0
778;24110.0
780;33170.0
781;35210.0
784;36080.0
788;42520.0
791;36010.0
794;33610.0
795;26550.0
799;36110.0
801;32300.0
802;27090.0
802;20510.0
805;37210.0
806;23480.0
808;28840.0
808;20740.0
811;32220.0
812;26810.0
815;36520.0
816;20790.0
817;22440.0
818;17910.0
821;35430.0
821;20500.0
823;27440.0
825;29720.0
825;33120.0
827;34110.0
829;26890.0
830;24590.0
830;28510.0
833;34650.0
836;39900.0
839;31500.0
840;20980.0
842;27170.0
842;22850.0
844;31010.0
846;34040.0
849;36230.0
852;35170.0
853;29760.0
856;42200.0
859;40620.0
861;33200.0
862;23910.0
864;25950.0
864;18950.0
867;41340.0
869;45380.0
