time to add word (ns);number of words in set
2603;4320.0
2603;3780.0
2605;5440.0
2606;5680.0
2607;3870.0
2607;3780.0
2608;4130.0
2608;3740.0
2609;4350.0
2609;5770.0
2610;3800.0
2610;3530.0
2611;3990.0
2614;4460.0
2614;3660.0
2614;6840.0
2616;4190.0
2617;4010.0
2619;3930.0
2620;3780.0
2620;3300.0
2620;6480.0
2620;3650.0
2622;3850.0
2622;3240.0
2623;3940.0
2623;3560.0
2623;3470.0
2623;5820.0
2623;3720.0
2623;3450.0
2623;3430.0
2624;3720.0
2625;3140.0
2627;3820.0
2628;7090.0
2628;3410.0
2629;3650.0
2629;4040.0
2630;2290.0
2630;2340.0
2633;4580.0
2633;3270.0
2634;2320.0
2635;1930.0
2636;1900.0
2637;1890.0
2638;2100.0
2638;1880.0
2639;2050.0
2639;2050.0
2639;1770.0
2639;2050.0
2639;5820.0
2641;2200.0
2641;1970.0
2642;2180.0
2645;2520.0
2645;1970.0
2646;2180.0
2648;2340.0
2650;2280.0
2650;1990.0
2651;5710.0
2651;2380.0
2651;1940.0
2652;2260.0
2653;2040.0
2653;2120.0
2655;2090.0
2660;2660.0
2662;2610.0
2663;2140.0
2663;3640.0
2665;4030.0
2668;2290.0
2670;2140.0
2670;2120.0
2671;2110.0
2671;2000.0
2673;2260.0
2676;2360.0
2680;2340.0
2683;2360.0
2686;6190.0
2689;2710.0
2692;2360.0
2694;2110.0
2697;2360.0
2700;2360.0
2701;2090.0
2703;2300.0
2703;2020.0
2705;2310.0
2707;6090.0
2708;2300.0
2710;2440.0
2711;1900.0
2712;2200.0
2712;1990.0
2713;2240.0
2715;2150.0
2716;2300.0
2718;2240.0
2719;5400.0
2720;3800.0
2720;1830.0
2722;2410.0
2725;2430.0
2725;2250.0
2726;1950.0
2727;2090.0
2728;1880.0
2729;2510.0
2729;2880.0
2729;4300.0
2729;1910.0
2730;2210.0
2730;1990.0
2732;2100.0
2732;2090.0
2732;2410.0
2734;2430.0
2736;2390.0
2736;1870.0
2737;5110.0
2738;2700.0
2738;2020.0
2739;1950.0
2739;1940.0
2741;2260.0
2742;2190.0
2743;2140.0
2744;2120.0
2744;2040.0
2744;2070.0
2745;7080.0
2745;2160.0
2747;2190.0
2747;2040.0
2747;2080.0
2747;1930.0
2748;1920.0
2748;2310.0
2749;2120.0
2749;2130.0
2749;1960.0
2750;2510.0
2751;2190.0
2751;1890.0
2753;2310.0
2754;2320.0
2754;1900.0
2756;2150.0
2757;2000.0
2757;1940.0
2757;2080.0
2758;1990.0
2759;2370.0
2759;1780.0
2759;1860.0
2763;2500.0
2763;1890.0
2764;3460.0
2765;4190.0
2765;1960.0
2766;2140.0
2766;1880.0
2769;2230.0
2770;2100.0
2772;2310.0
2773;2040.0
2773;1940.0
2773;2150.0
2774;3490.0
2775;5280.0
2776;2130.0
2778;2620.0
2779;2120.0
2780;2220.0
2781;2120.0
2782;1960.0
2785;2380.0
2785;2020.0
2786;3490.0
2787;4190.0
2789;2350.0
2790;2350.0
2790;2090.0
2792;2160.0
2792;2080.0
2793;2240.0
2794;2220.0
2795;2130.0
2796;2250.0
2796;6180.0
2797;2400.0
2799;2370.0
2800;2070.0
2801;2230.0
2802;2140.0
2805;2580.0
2806;2260.0
2807;2060.0
2808;2120.0
2809;5090.0
2810;4630.0
2812;5970.0
2812;2040.0
2812;1980.0
2812;1900.0
2812;2100.0
2812;2270.0
2812;1870.0
2814;2180.0
2814;2120.0
2816;2170.0
2818;6000.0
2821;2800.0
2823;2290.0
2823;1870.0
2823;1920.0
2823;2020.0
2825;2150.0
2828;2390.0
2829;2190.0
2830;1990.0
2831;2260.0
2831;6000.0
2832;2200.0
2832;1890.0
2832;2060.0
2832;2150.0
2833;2110.0
2833;2050.0
2835;2490.0
2837;2440.0
2837;2230.0
2838;4720.0
2840;3110.0
2842;2320.0
2844;2260.0
2845;2070.0
2848;2430.0
2850;2270.0
2851;2120.0
2854;2660.0
2854;1830.0
2854;4650.0
2855;3550.0
2855;2420.0
2857;2200.0
2858;2220.0
2859;2270.0
2859;1980.0
2861;2400.0
2862;2070.0
2865;2450.0
2865;9460.0
2866;2200.0
2867;2230.0
2869;2570.0
2870;2380.0
2871;2090.0
2872;2360.0
2873;2050.0
2875;2410.0
2876;5760.0
2877;2770.0
2878;2160.0
2878;1890.0
2878;2100.0
2879;2000.0
2881;2470.0
2883;2350.0
2885;2580.0
2886;2220.0
2888;6220.0
2892;2580.0
2893;2230.0
2894;2330.0
2895;2230.0
2897;2200.0
2897;1990.0
2897;2020.0
2898;2010.0
2900;2240.0
2900;3520.0
2900;4360.0
2902;2470.0
2904;2380.0
2905;2270.0
2907;2230.0
2907;2040.0
2910;2580.0
2911;2120.0
2913;2570.0
2915;4670.0
2917;3170.0
2918;2210.0
2919;2200.0
2919;2330.0
2920;2280.0
2920;2010.0
2921;2230.0
2921;2080.0
2924;2340.0
2926;2420.0
2928;6100.0
2929;2180.0
2930;2270.0
2931;2140.0
2935;2470.0
2937;2410.0
2937;2240.0
2937;2090.0
2938;1980.0
2939;2260.0
2940;7010.0
2941;2280.0
2943;2630.0
2944;2210.0
2946;2420.0
2946;1860.0
2946;2030.0
2947;2370.0
2947;2310.0
2947;2110.0
2951;6560.0
2952;2050.0
2954;2270.0
2956;2250.0
2957;2120.0
2958;2200.0
2958;1840.0
2959;2470.0
2961;2210.0
2962;2040.0
2964;6500.0
2965;2240.0
2965;2060.0
2965;2010.0
2966;2200.0
2967;2100.0
2967;2060.0
2967;1940.0
2968;2190.0
2968;2170.0
2969;2540.0
2970;6690.0
2970;1990.0
2970;1840.0
2971;2230.0
2972;2290.0
2973;2290.0
2973;1950.0
2973;2070.0
2973;2190.0
2976;2590.0
2976;6060.0
2977;2470.0
2979;2540.0
2980;2470.0
2981;2210.0
2981;1940.0
2982;2160.0
2983;2180.0
2983;2020.0
2984;2210.0
2984;5840.0
2986;2470.0
2986;2290.0
2987;2140.0
2988;2230.0
2989;2050.0
2990;2130.0
2992;2160.0
2992;1930.0
2992;2010.0
2993;2940.0
2993;4750.0
2995;2490.0
2995;2050.0
2995;2000.0
2996;2180.0
2998;2420.0
2999;2190.0
3000;2270.0
3003;2530.0
3004;2070.0
3004;5640.0
3006;2400.0
3006;1930.0
3006;2420.0
3006;1890.0
3006;2010.0
3006;2260.0
3006;2160.0
3008;2480.0
3008;2420.0
3008;2460.0
3009;6550.0
3009;2270.0
3010;2360.0
3011;2240.0
3011;1910.0
3012;2290.0
3013;2160.0
3014;2290.0
3015;2290.0
3015;3540.0
3018;4560.0
3018;2130.0
3018;2280.0
3018;2030.0
3018;2020.0
3019;2090.0
3020;2360.0
3020;1990.0
3020;1910.0
3022;2100.0
3022;5890.0
3023;2250.0
3025;2410.0
3025;2030.0
3025;2440.0
3025;2350.0
3026;2190.0
3026;2000.0
3027;1940.0
3027;1890.0
3027;2420.0
3028;5840.0
3028;2140.0
3028;2160.0
3029;2750.0
3029;2320.0
3031;2410.0
3031;2150.0
3033;2190.0
3034;2210.0
3035;2420.0
3035;5730.0
3035;2100.0
3036;2090.0
3037;2140.0
3037;1940.0
3037;2190.0
3040;2600.0
3040;2120.0
3042;2550.0
3043;2130.0
3043;6320.0
3043;2390.0
3043;2180.0
3043;2030.0
3048;2700.0
3050;2360.0
3052;2330.0
3053;2290.0
3054;2500.0
3054;3280.0
3054;4320.0
3055;2360.0
3055;2100.0
3055;2200.0
3056;2300.0
3056;2420.0
3056;1960.0
3057;2220.0
3058;2220.0
3061;2580.0
3063;2290.0
3063;1920.0
3064;2080.0
3064;2020.0
3064;2010.0
3064;1980.0
3067;2430.0
3068;2110.0
3068;2010.0
3068;2140.0
3068;2070.0
3069;2000.0
3070;2180.0
3070;1800.0
3071;2210.0
3072;2350.0
3072;2120.0
3074;7560.0
3075;2170.0
3075;1970.0
3076;2310.0
3078;2260.0
3078;2330.0
3079;2080.0
3082;2630.0
3083;2190.0
3085;3480.0
3085;4340.0
3086;2580.0
3088;2170.0
3089;2040.0
3089;1990.0
3089;1930.0
3092;2390.0
3094;2430.0
3095;2230.0
3095;2150.0
3095;4710.0
3096;3070.0
3097;2470.0
3097;2000.0
3097;2020.0
3097;2260.0
3102;2740.0
3102;2060.0
3103;2370.0
3104;2150.0
3104;4550.0
3105;3520.0
3107;2370.0
3108;2490.0
3110;2150.0
3110;2040.0
3112;2300.0
3113;2140.0
3114;2190.0
3116;2440.0
3116;3790.0
3117;3950.0
3117;1940.0
3118;2050.0
3119;2170.0
3119;2030.0
3119;2090.0
3119;2100.0
3120;2260.0
3121;2330.0
3121;2210.0
3124;6090.0
3125;2570.0
3126;2110.0
3126;2100.0
3127;2260.0
3127;1830.0
3129;2220.0
3131;2620.0
3131;2100.0
3131;2350.0
3132;3500.0
3132;4240.0
3133;1990.0
3133;2220.0
3133;1870.0
3135;2260.0
3136;2260.0
3137;2120.0
3138;2230.0
3138;2130.0
3139;2300.0
3139;5900.0
3139;2200.0
3139;2010.0
3139;1900.0
3139;1930.0
3139;1920.0
3140;2210.0
3140;1830.0
3140;1850.0
3141;2540.0
3142;3910.0
3142;3740.0
3142;4170.0
3142;3840.0
3142;2230.0
3143;2430.0
3143;2110.0
3143;2240.0
3144;1980.0
3145;2160.0
3146;2110.0
3148;2350.0
3148;3170.0
3148;4210.0
3149;2250.0
3149;2060.0
3149;1930.0
3149;1830.0
3149;1990.0
3150;2070.0
3150;2040.0
3151;1830.0
3151;1920.0
3151;1890.0
3152;5240.0
3153;2580.0
3154;2170.0
3157;2440.0
3157;1980.0
3158;2040.0
3159;2000.0
3159;2140.0
3162;2390.0
3164;2250.0
3164;2640.0
3165;5940.0
3166;2450.0
3166;2110.0
3167;2300.0
3167;2450.0
3167;1980.0
3169;2430.0
3170;2200.0
3171;2140.0
3171;2110.0
3171;6000.0
3172;2650.0
3174;2240.0
3174;2020.0
3176;2230.0
3177;2060.0
3180;2400.0
3180;1910.0
3180;1920.0
3180;2160.0
3180;2940.0
3181;6040.0
3183;2260.0
3184;2120.0
3186;2270.0
3186;1900.0
3187;2400.0
3188;2060.0
3190;2150.0
3192;2180.0
3192;1880.0
3193;6080.0
3195;2200.0
3198;2500.0
3200;2430.0
3202;2230.0
3202;1900.0
3202;1860.0
3203;2020.0
3203;2100.0
3205;2090.0
3205;2860.0
3205;5750.0
3205;1950.0
3206;2190.0
3208;2290.0
3208;1820.0
3208;2110.0
3208;2240.0
3208;2040.0
3208;1930.0
3211;2470.0
3212;6960.0
3213;2420.0
3215;2200.0
3216;2210.0
3216;1830.0
3217;2150.0
3217;2120.0
3217;1840.0
3217;1900.0
3217;1760.0
3218;2630.0
3222;5860.0
3223;2450.0
3224;2210.0
3226;2390.0
3228;2350.0
3228;2150.0
3228;2060.0
3228;2120.0
3229;2110.0
3229;2090.0
3229;6930.0
3230;2150.0
3231;2530.0
3232;2240.0
3233;2250.0
3235;2340.0
3236;2340.0
3237;2310.0
3238;2260.0
3238;3240.0
3239;5380.0
3239;2120.0
3240;2440.0
3240;2130.0
3243;2620.0
3244;1960.0
3246;2290.0
3247;1740.0
3247;1990.0
3247;2590.0
3247;5780.0
3247;2000.0
3249;2270.0
3250;2170.0
3251;2140.0
3251;2090.0
3253;2270.0
3254;2050.0
3256;2290.0
3256;2070.0
3257;5860.0
3258;2420.0
3262;2560.0
3262;1950.0
3263;2180.0
3265;2440.0
3266;2260.0
3267;2400.0
3268;2110.0
3268;2070.0
3269;5700.0
3269;2700.0
3269;2010.0
3269;1850.0
3269;1970.0
3270;2270.0
3270;2050.0
3270;1840.0
3271;2490.0
3272;2120.0
3273;2340.0
3275;7330.0
3276;2310.0
3276;2170.0
3276;2140.0
3277;2230.0
3277;1900.0
3277;1750.0
3277;2230.0
3278;2170.0
3279;2010.0
3280;6130.0
3282;2340.0
3282;1850.0
3283;2230.0
3285;2360.0
3287;2860.0
3290;2610.0
3291;2260.0
3291;2310.0
3291;1870.0
3291;6840.0
3291;2390.0
3292;2320.0
3292;2130.0
3294;2190.0
3294;2080.0
3294;2000.0
3295;2180.0
3296;2170.0
3296;2160.0
3296;5780.0
3299;2820.0
3299;2220.0
3299;2070.0
3300;2440.0
3300;2060.0
3300;2150.0
3300;2070.0
3300;1990.0
3301;2170.0
3301;3210.0
3301;4430.0
3301;2100.0
3302;2340.0
3302;2150.0
3302;1950.0
3303;2400.0
3304;2160.0
3305;2290.0
3305;2050.0
3306;2310.0
3306;5690.0
3306;2310.0
3307;2150.0
3308;2170.0
3308;1970.0
3308;1930.0
3308;1900.0
3310;2370.0
3311;2330.0
3312;2260.0
3313;3540.0
3315;4490.0
3315;2210.0
3316;2280.0
3316;2310.0
3316;2060.0
3316;1900.0
3316;2140.0
3316;2110.0
3316;2000.0
3318;2460.0
3318;1990.0
3318;1800.0
3318;1870.0
3318;1940.0
3318;2190.0
3319;2290.0
3320;1940.0
3320;2210.0
3321;1930.0
3323;2540.0
3324;2100.0
3326;2420.0
3327;2280.0
3327;2190.0
3327;2140.0
3327;1980.0
3327;1850.0
3328;5000.0
3329;3150.0
3330;2420.0
3330;2120.0
3331;2140.0
3332;2290.0
3332;2140.0
3333;1980.0
3334;2130.0
3335;2180.0
3336;3490.0
3339;5150.0
3339;2050.0
3340;2160.0
3340;2230.0
3340;1890.0
3341;2060.0
3342;2080.0
3343;2190.0
3344;2190.0
3344;2000.0
3344;5480.0
3345;2390.0
3345;2110.0
3345;1890.0
3346;2240.0
3347;2180.0
3348;2290.0
3349;2070.0
3352;2390.0
3353;2200.0
3354;2100.0
3355;6130.0
3355;2000.0
3355;2080.0
3355;2330.0
3355;2280.0
3355;2040.0
3356;2320.0
3356;2240.0
3356;2210.0
3356;1990.0
3356;3920.0
3356;3750.0
3356;2260.0
3356;2210.0
3356;2000.0
3357;2280.0
3358;2210.0
3358;2070.0
3358;2250.0
3358;1990.0
3358;2340.0
3358;6100.0
3360;2530.0
3360;2010.0
3360;2180.0
3361;2200.0
3361;2110.0
3363;2430.0
3363;2160.0
3363;2080.0
3363;1970.0
3365;3290.0
3365;5280.0
3366;2120.0
3367;1960.0
3367;2220.0
3370;2440.0
3371;2270.0
3371;2270.0
3371;1980.0
3372;2270.0
3372;2350.0
3372;5430.0
3372;1940.0
3373;2450.0
3374;2040.0
3376;2460.0
3377;1900.0
3377;1880.0
3377;1920.0
3377;2170.0
3377;1970.0
3377;2060.0
3377;6480.0
3378;4170.0
3378;1810.0
3379;1900.0
3380;4650.0
3380;3560.0
3380;3820.0
3382;6170.0
3382;6460.0
3384;2630.0
3385;2250.0
3385;2060.0
3385;2250.0
3386;2180.0
3388;2390.0
3389;2310.0
3390;2210.0
3391;2630.0
3391;6110.0
3392;2620.0
3393;2130.0
3393;2180.0
3393;2440.0
3393;2000.0
3394;2210.0
3394;2090.0
3394;1960.0
3395;2190.0
3395;5240.0
3396;2520.0
3396;1890.0
3397;2090.0
3397;4270.0
3400;7290.0
3402;4360.0
3403;4530.0
3404;4880.0
3404;4540.0
3406;4640.0
3407;4930.0
3407;4820.0
3409;4910.0
3410;5220.0
3410;4110.0
3411;5100.0
3412;5670.0
3413;3380.0
3415;3330.0
3415;2950.0
3417;3270.0
3419;3330.0
3420;5620.0
3421;3390.0
3421;3450.0
3421;3000.0
3421;4940.0
3422;3870.0
3422;5910.0
3422;3690.0
3423;4260.0
3423;3690.0
3424;3880.0
3425;3840.0
3427;5200.0
3428;6060.0
3429;4490.0
3432;4450.0
3432;3880.0
3432;3610.0
3433;5670.0
3434;4910.0
3434;3700.0
3436;4100.0
3437;3710.0
3437;3590.0
3438;4610.0
3439;5390.0
3439;3990.0
3441;4070.0
3443;4610.0
3443;3740.0
3444;4680.0
3445;5760.0
3446;4030.0
3447;3800.0
3447;4030.0
3447;4000.0
3447;3890.0
3447;6120.0
3447;3990.0
3447;3850.0
3448;3790.0
3449;3870.0
3450;4100.0
3450;6170.0
3450;3780.0
3451;4050.0
3451;4070.0
3452;3690.0
3452;3690.0
3453;4910.0
3453;5060.0
3454;3730.0
3454;3860.0
3455;4260.0
3455;3940.0
3455;3850.0
3455;5490.0
3456;4020.0
3456;3900.0
3456;3720.0
3456;3690.0
3456;3670.0
3456;6080.0
3456;3600.0
3456;3450.0
3457;3910.0
3457;3630.0
3457;3780.0
3457;3480.0
3457;6320.0
3457;3550.0
3458;3900.0
3458;3640.0
3458;4000.0
3459;3480.0
3459;5980.0
3460;4260.0
3461;4280.0
3462;3800.0
3462;3240.0
3464;4540.0
3465;5060.0
3468;5040.0
3471;4200.0
3471;3400.0
3471;3430.0
3473;4060.0
3473;4200.0
3473;5610.0
3473;3350.0
3474;4160.0
3476;4050.0
3476;3580.0
3477;4110.0
3479;3950.0
3480;4270.0
3480;3510.0
3482;4040.0
3483;4050.0
3484;3950.0
3484;3590.0
3485;3950.0
3485;3560.0
3487;6870.0
3487;4040.0
3487;3480.0
3488;3910.0
3489;3830.0
3489;3900.0
3489;4500.0
3490;6420.0
3492;4060.0
3492;3680.0
3492;4040.0
3492;3890.0
3493;5290.0
3495;5800.0
3497;3860.0
3499;4280.0
3500;3860.0
3500;3800.0
3503;6100.0
3503;4520.0
3504;4520.0
3505;3790.0
3505;3850.0
3505;3330.0
3505;4690.0
3505;5130.0
3505;4160.0
3505;3440.0
3507;3800.0
3507;3270.0
3507;3460.0
3507;6010.0
3508;4220.0
3508;3540.0
3508;3680.0
3510;4200.0
3510;3510.0
3511;6370.0
3511;5060.0
3511;4010.0
3512;4300.0
3513;3870.0
3513;3390.0
3514;5830.0
3514;4140.0
3515;4180.0
3516;3730.0
3519;4470.0
3520;3570.0
3520;4250.0
3520;4870.0
3522;4210.0
3523;4250.0
3523;3560.0
3524;3750.0
3524;3670.0
3525;6700.0
3526;3560.0
3527;4060.0
3527;3730.0
3527;3630.0
3527;3780.0
3528;5360.0
3528;5850.0
3529;4070.0
3529;3950.0
3530;4060.0
3531;4070.0
3531;7080.0
3531;3710.0
3532;4160.0
3532;3460.0
3533;3750.0
3534;3790.0
3536;5970.0
3536;4720.0
3536;3990.0
3537;3690.0
3537;3590.0
3537;3300.0
3537;3960.0
3537;7200.0
3538;3850.0
3538;3800.0
3538;3470.0
3538;3610.0
3538;3420.0
3538;7340.0
3539;4420.0
3539;3760.0
3540;3830.0
3540;3650.0
3540;3290.0
3540;6250.0
3542;4790.0
3544;4470.0
3544;3630.0
3544;3520.0
3546;4120.0
3547;7200.0
3548;4110.0
3548;3590.0
3549;4050.0
3551;4520.0
3551;3970.0
3552;8150.0
3552;3710.0
3553;3780.0
3553;3760.0
3553;3670.0
3553;3930.0
3553;6140.0
3553;3530.0
3553;3970.0
3553;3660.0
3553;4170.0
3553;3630.0
3554;5530.0
3554;4780.0
3554;3480.0
3554;3320.0
3554;3730.0
3555;5820.0
3555;6130.0
3555;5550.0
3555;7320.0
3555;5980.0
3555;6170.0
3556;6180.0
3556;6500.0
3558;7590.0
3559;6690.0
3559;6450.0
3561;7660.0
3561;6590.0
3562;6400.0
3562;6990.0
3562;9590.0
3563;9160.0
3563;7290.0
3564;9950.0
3565;9230.0
3566;7640.0
3566;8630.0
3566;9100.0
3567;8290.0
3567;7550.0
3568;8870.0
3568;8120.0
3568;7020.0
3568;8210.0
3569;10140.0
3570;7430.0
3570;8070.0
3570;9590.0
3570;8350.0
3570;7050.0
3570;5860.0
3571;5420.0
3571;5890.0
3572;6160.0
3573;6980.0
3573;6160.0
3574;6870.0
3574;5740.0
3574;6670.0
3575;7190.0
3576;6220.0
3577;9760.0
3578;9560.0
3578;7490.0
3578;7090.0
3578;8740.0
3578;8720.0
3578;7880.0
3579;9620.0
3579;8990.0
3580;8510.0
3581;7840.0
3581;10260.0
3584;8670.0
3585;8670.0
3585;8630.0
3585;8600.0
3586;8020.0
3588;9480.0
3589;8330.0
3592;8170.0
3592;8830.0
3593;8780.0
3594;8580.0
3594;8050.0
3594;7770.0
3596;9350.0
3597;8850.0
3598;9540.0
3598;7640.0
3598;6550.0
3599;9130.0
3599;8200.0
3600;8120.0
3601;8330.0
3601;8160.0
3602;10040.0
3602;8530.0
3602;8150.0
3602;7750.0
3602;7630.0
3602;7300.0
3602;9670.0
3602;8260.0
3602;7280.0
3603;9010.0
3604;9170.0
3604;7300.0
3604;8690.0
3605;8480.0
3605;8250.0
3606;9850.0
3606;8020.0
3606;7670.0
3606;8010.0
3606;10120.0
3606;8130.0
3608;8230.0
3608;8970.0
3608;8710.0
3609;8340.0
3609;8140.0
3609;8130.0
3610;8730.0
3611;8000.0
3612;9220.0
3614;10480.0
3614;6830.0
3614;8980.0
3616;9090.0
3616;7160.0
3616;7930.0
3616;8400.0
3617;8680.0
3617;7140.0
3618;8500.0
3619;8200.0
3619;7300.0
3619;7920.0
3619;8970.0
3619;8060.0
3620;7560.0
3620;8830.0
3621;9040.0
3622;8420.0
3624;10570.0
3624;5400.0
3624;3740.0
3626;4340.0
3626;3760.0
3626;3600.0
3627;3880.0
3627;3300.0
3628;3720.0
3628;3410.0
3630;3930.0
3630;3520.0
3630;3710.0
3630;3960.0
3630;3500.0
3631;4520.0
3631;3950.0
3631;3840.0
3632;3730.0
3633;4260.0
3634;4070.0
3636;4530.0
3636;3540.0
3638;4020.0
3639;4090.0
3642;4080.0
3643;3760.0
3643;4000.0
3643;3840.0
3644;4480.0
3645;4270.0
3646;3810.0
3647;4320.0
3647;3570.0
3648;4080.0
3650;4400.0
3651;3700.0
3651;3850.0
3651;3530.0
3651;3620.0
3651;3660.0
3651;3640.0
3652;3970.0
3653;3710.0
3653;3700.0
3655;3960.0
3656;4160.0
3656;3990.0
3656;3610.0
3657;3960.0
3657;3970.0
3658;3960.0
3659;4370.0
3659;3410.0
3660;3750.0
3660;3500.0
3660;3310.0
3660;3720.0
3660;3460.0
3663;4750.0
3663;3590.0
3664;3680.0
3664;3730.0
3664;3560.0
3664;3290.0
3666;3940.0
3668;3830.0
3669;3720.0
3670;3660.0
3672;4230.0
3672;3710.0
3672;3870.0
3673;4460.0
3676;3970.0
3676;3390.0
3678;4450.0
3678;3350.0
3679;3880.0
3680;3440.0
3680;3610.0
3682;4320.0
3683;4010.0
3683;3640.0
3683;3640.0
3683;3850.0
3683;3650.0
3683;3820.0
3683;3590.0
3683;3760.0
3683;3660.0
3684;3630.0
3684;3640.0
3685;4120.0
3685;4000.0
3685;4020.0
3685;3630.0
3685;3800.0
3686;4140.0
3687;3620.0
3687;3380.0
3687;3490.0
3687;3680.0
3687;3480.0
3687;3830.0
3687;4130.0
3687;3530.0
3687;3740.0
3690;4360.0
3690;3630.0
3691;4210.0
3691;3620.0
3691;3970.0
3691;3940.0
3692;3810.0
3694;3870.0
3694;3690.0
3696;3780.0
3696;3540.0
3696;3790.0
3696;3660.0
3696;3870.0
3697;4520.0
3698;4110.0
3698;3660.0
3699;3840.0
3700;3820.0
3701;4040.0
3701;4370.0
3702;4060.0
3704;3910.0
3705;4160.0
3706;4030.0
3706;3520.0
3707;3870.0
3707;3930.0
3707;3740.0
3708;4000.0
3708;3510.0
3708;4160.0
3709;3600.0
3709;3840.0
3709;4000.0
3709;4220.0
3710;3760.0
3710;3350.0
3711;4190.0
3712;4490.0
3715;4760.0
3715;3890.0
3716;3980.0
3716;4310.0
3716;3730.0
3716;3410.0
3716;3620.0
3718;4060.0
3718;3550.0
3719;4070.0
3719;3550.0
3720;4150.0
3721;3890.0
3722;3600.0
3724;4220.0
3724;3870.0
3724;3880.0
3724;3700.0
3724;3950.0
3726;3980.0
3727;3840.0
3728;3950.0
3728;3690.0
3728;3240.0
3729;3920.0
3730;4140.0
3730;3240.0
3730;3400.0
3730;3590.0
3730;3400.0
3730;3650.0
3731;4100.0
3731;3750.0
3733;4310.0
3733;3910.0
3733;3320.0
3734;3660.0
3735;4340.0
3735;4250.0
3735;3430.0
3736;3960.0
3738;4010.0
3739;4070.0
3740;3870.0
3741;3760.0
3741;3940.0
3742;4230.0
3743;3940.0
3744;3620.0
3745;3630.0
3745;3460.0
3745;3890.0
3746;3910.0
3747;4090.0
3747;3480.0
3747;3720.0
3748;4070.0
3748;3640.0
3749;3790.0
3749;3540.0
3749;4030.0
3750;3970.0
3750;3530.0
3751;4090.0
3751;4070.0
3751;3420.0
3752;4110.0
3753;3730.0
3753;3980.0
3755;4340.0
3756;3760.0
3757;4150.0
3758;3550.0
3758;3710.0
3758;3400.0
3759;3270.0
3759;3510.0
3759;3300.0
3760;3680.0
3760;3760.0
3760;3520.0
3760;3780.0
3760;3670.0
3760;4120.0
3763;4340.0
3763;3890.0
3763;3940.0
3763;3650.0
3763;3610.0
3764;3720.0
3764;3810.0
3764;4110.0
3764;3710.0
3764;3510.0
3765;4170.0
3765;3530.0
3765;3580.0
3766;3700.0
3766;3420.0
3769;4300.0
3770;6080.0
3770;3820.0
3770;1610.0
3771;1980.0
3772;1700.0
3772;4020.0
3773;2240.0
3775;5700.0
3775;2170.0
3775;1860.0
3775;1810.0
3776;2210.0
3776;2100.0
3777;2140.0
3777;1850.0
3777;1930.0
3778;2130.0
3779;2140.0
3781;2320.0
3782;2300.0
3782;1920.0
3782;2040.0
3784;5720.0
3784;1940.0
3784;2270.0
3784;1920.0
3785;2060.0
3786;2150.0
3786;2130.0
3786;1980.0
3786;1830.0
3786;2130.0
3787;1960.0
3788;2220.0
3788;2190.0
3788;2180.0
3789;2060.0
3789;1910.0
3789;2090.0
3791;2520.0
3792;2060.0
3792;1980.0
3792;1970.0
3793;2020.0
3793;2120.0
3793;2070.0
3793;2080.0
3794;2390.0
3794;2290.0
3794;2150.0
3794;1980.0
3794;1920.0
3794;2050.0
3794;1890.0
3795;2160.0
3796;2070.0
3796;2070.0
3797;1960.0
3797;2080.0
3798;2360.0
3799;2240.0
3799;2030.0
3799;1900.0
3800;1890.0
3800;1910.0
3800;2170.0
3801;2260.0
3801;1800.0
3802;2270.0
3802;2110.0
3802;2030.0
3802;2150.0
3802;2190.0
3804;2150.0
3804;2140.0
3805;2120.0
3808;2400.0
3809;2240.0
3810;2000.0
3810;2020.0
3812;2400.0
3813;1860.0
3815;2340.0
3816;2180.0
3816;2240.0
3816;1880.0
3816;2260.0
3817;2100.0
3818;2120.0
3818;2170.0
3818;2080.0
3818;2080.0
3819;2290.0
3821;2350.0
3823;2540.0
3823;2210.0
3825;2650.0
3828;2360.0
3829;2070.0
3830;2210.0
3832;2300.0
3833;2320.0
3835;2360.0
3837;2140.0
3837;2130.0
3838;2360.0
3839;2260.0
3839;2470.0
3841;2530.0
3842;2380.0
3842;1940.0
3843;2520.0
3844;2400.0
3846;2590.0
3846;2170.0
3846;2250.0
3846;2170.0
3846;2020.0
3846;2190.0
3846;1950.0
3847;2230.0
3847;2050.0
3848;2120.0
3848;2180.0
3848;2050.0
3848;2160.0
3850;2560.0
3850;2050.0
3852;2280.0
3853;2250.0
3853;2280.0
3853;2310.0
3854;1990.0
3854;1950.0
3855;1990.0
3855;2170.0
3855;2070.0
3855;2050.0
3856;2080.0
3857;2010.0
3857;1850.0
3857;1880.0
3857;1980.0
3858;2030.0
3859;2080.0
3859;2030.0
3859;2050.0
3860;2110.0
3860;1960.0
3860;1710.0
3862;2330.0
3862;2010.0
3862;1960.0
3863;2220.0
3863;2120.0
3863;1890.0
3863;2080.0
3863;1970.0
3863;1910.0
3864;2070.0
3865;2100.0
3865;1820.0
3866;2120.0
3866;1930.0
3866;2150.0
3866;1890.0
3866;1770.0
3867;2140.0
3867;2090.0
3868;2130.0
3868;2240.0
3868;2010.0
3868;1920.0
3869;2130.0
3869;2080.0
3869;1860.0
3869;1850.0
3869;2120.0
3869;1880.0
3872;2280.0
3873;2200.0
3875;2660.0
3877;2460.0
3879;2550.0
3880;2360.0
3880;2070.0
3880;2130.0
3881;1990.0
3881;2110.0
3882;2290.0
3883;2460.0
